name,graduation_rate,median_salary,student_faculty_ratio,students_with_aid,out_of_pocket_cost,startclass_rank,acceptance_rate,sat,address_short,tution,num_students,college_id,slug,twitter_id
Framingham State University,51%,"$45,000 USD",15:1,85%,"$18,027 USD",,70.8%,1455,"Framingham, Massachusetts",1455,"6,398",1922,Framingham-State-University,
Francis Marion University,41%,"$33,000 USD",15:1,99%,"$11,194 USD",,58.9%,1387,"Florence, South Carolina",1387,"3,947",3892,Francis-Marion-University,
Franciscan University of Steubenville,71%,"$35,000 USD",14:1,99%,"$25,139 USD",363,78.9%,1747,"Steubenville, Ohio",1747,"2,716",3391,Franciscan-University-of-Steubenville,
Franklin and Marshall College,87%,"$52,700 USD",9:1,63%,"$23,092 USD",88,32.3%,1965,"Lancaster, Pennsylvania",1965,"2,249",3643,Franklin-and-Marshall-College,
Franklin College,57%,"$40,800 USD",12:1,100%,"$22,303 USD",397,69.8%,1460,"Franklin, Indiana",1460,"1,087",1336,Franklin-College,
Franklin Pierce University,44%,"$37,000 USD",13:1,97%,"$28,363 USD",,79.7%,1395,"Rindge, New Hampshire",1395,"2,273",2517,Franklin-Pierce-University,
Franklin University,15%,"$47,300 USD",15:1,100%,"$24,764 USD",,,,"Columbus, Ohio",,,3264,Franklin-University,
Franklin W Olin College of Engineering,99%,,8:1,100%,"$32,734 USD",45,11.0%,2245,"Needham, Massachusetts",2245,370,6304,Franklin-W-Olin-College-of-Engineering,
Freed-Hardeman University,52%,"$36,100 USD",13:1,100%,"$16,754 USD",,91.8%,1608,"Henderson, Tennessee",1608,"1,828",3990,Freed-Hardeman-University,
Fremont College,,"$31,600 USD",17:1,83%,"$23,501 USD",,,,"Cerritos, California",,,5094,Fremont-College,
Fresno Pacific University,54%,"$38,200 USD",13:1,99%,"$16,167 USD",,63.1%,1461,"Fresno, California",1461,"3,342",370,Fresno-Pacific-University,
Friends University,32%,"$41,500 USD",11:1,100%,"$18,662 USD",,58.5%,1665,"Wichita, Kansas",1665,"1,929",1535,Friends-University,
Frostburg State University,47%,"$43,500 USD",16:1,88%,"$13,019 USD",,63.5%,1420,"Frostburg, Maryland",1420,"5,756",1823,Frostburg-State-University,
Full Sail University,66%,"$35,200 USD",24:1,86%,"$29,933 USD",,,,"Winter Park, Florida",,,863,Full-Sail-University,
Furman University,84%,"$46,700 USD",11:1,97%,"$31,062 USD",190,63.5%,1845,"Greenville, South Carolina",1845,"2,884",7970,Furman-University,
Galen College of Nursing-Louisville,,"$38,000 USD",10:1,94%,"$23,476 USD",,,,"Louisville, Kentucky",,,36491,Galen-College-of-Nursing-Louisville,
Gallaudet University,48%,"$26,000 USD",6:1,93%,"$15,196 USD",,61.9%,1239,"Washington, District of Columbia",1239,"1,477",803,Gallaudet-University,
Gannon University,64%,"$45,900 USD",12:1,98%,"$21,314 USD",472,75.8%,1539,"Erie, Pennsylvania",1539,"4,416",3644,Gannon-University,
Gardner-Webb University,55%,"$36,000 USD",13:1,100%,"$20,417 USD",,52.7%,1435,"Boiling Springs, North Carolina",1435,"4,329",3063,Gardner-Webb-University,
Gemini School of Visual Arts & Communication,,,3:1,100%,"$29,129 USD",,,,"Cedar Park, Texas",,,36517,Gemini-School-of-Visual-Arts-And-Communication,
Geneva College,67%,"$38,900 USD",15:1,100%,"$21,018 USD",394,73.3%,1535,"Beaver Falls, Pennsylvania",1535,"1,714",3645,Geneva-College,
George Fox University,63%,"$41,700 USD",14:1,100%,"$26,829 USD",,76.6%,1605,"Newberg, Oregon",1605,"3,925",3505,George-Fox-University,
George Mason University,67%,"$57,300 USD",16:1,71%,"$17,316 USD",331,68.9%,1717,"Fairfax, Virginia",1717,"33,929",4375,George-Mason-University,
George Washington University,81%,"$65,400 USD",13:1,78%,"$37,404 USD",97,46.5%,1935,"Washington, District of Columbia",1935,"26,212",804,George-Washington-University,
Georgetown College,57%,"$40,500 USD",10:1,100%,"$20,060 USD",483,67.7%,1497,"Georgetown, Kentucky",1497,"1,364",1605,Georgetown-College,
Georgetown University,92%,"$84,000 USD",11:1,52%,"$26,749 USD",20,17.2%,2115,"Washington, District of Columbia",2115,"18,459",805,Georgetown-University,
Georgia Christian University,,,8:1,85%,"$20,246 USD",,,,"Atlanta, Georgia",,,8598,Georgia-Christian-University,
Georgia College and State University,61%,"$38,900 USD",17:1,96%,"$17,609 USD",,75.7%,1695,"Milledgeville, Georgia",1695,"6,889",1023,Georgia-College-and-State-University,
Georgia Gwinnett College,27%,,18:1,87%,"$12,264 USD",,,,"Lawrenceville, Georgia",,,6768,Georgia-Gwinnett-College,
Georgia Highlands College,,"$31,900 USD",22:1,83%,"$6,683 USD",,,1350,"Rome, Georgia",1350,,8961,Georgia-Highlands-College,
Georgia Institute of Technology-Main Campus,82%,"$74,500 USD",19:1,77%,"$12,736 USD",60,32.2%,2090,"Atlanta, Georgia",2090,"25,034",1020,Georgia-Institute-of-Technology-Main-Campus,
Georgia Southern University,50%,"$39,500 USD",21:1,90%,"$16,445 USD",,60.2%,1630,"Statesboro, Georgia",1630,"20,459",1026,Georgia-Southern-University,
Georgia Southwestern State University,36%,"$35,200 USD",17:1,93%,"$12,133 USD",,71.6%,1432,"Americus, Georgia",1432,"2,755",1021,Georgia-Southwestern-State-University,
Georgia State University,53%,"$40,800 USD",21:1,94%,"$14,134 USD",,56.7%,1580,"Atlanta, Georgia",1580,"32,058",1027,Georgia-State-University,
Georgian Court University,51%,"$43,700 USD",12:1,100%,"$16,614 USD",,72.8%,1409,"Lakewood, New Jersey",1409,"2,122",2584,Georgian-Court-University,
Gettysburg College,84%,"$52,600 USD",10:1,83%,"$31,726 USD",95,39.8%,1927,"Gettysburg, Pennsylvania",1927,"2,447",3646,Gettysburg-College,
Glenville State College,30%,"$29,300 USD",16:1,97%,"$13,840 USD",,72.5%,1285,"Glenville, West Virginia",1285,"1,732",4545,Glenville-State-College,
Global Health College,,,12:1,100%,"$17,581 USD",,,,"Alexandria, Virginia",,,36508,Global-Health-College,
Globe Institute of Technology,16%,"$28,900 USD",20:1,91%,"$19,785 USD",,,,"New York, New York",,,2683,Globe-Institute-of-Technology,
Globe University-Appleton,,"$29,100 USD",11:1,100%,"$18,426 USD",,,,"Grand Chute, Wisconsin",,,8718,Globe-University-Appleton,
Globe University-Eau Claire,,"$29,100 USD",10:1,100%,"$18,707 USD",,,,"Eau Claire, Wisconsin",,,8218,Globe-University-Eau-Claire,
Globe University-Green Bay,,"$29,100 USD",10:1,100%,"$17,773 USD",,,,"Green Bay, Wisconsin",,,8392,Globe-University-Green-Bay,
Globe University-La Crosse,,"$29,100 USD",10:1,100%,"$15,432 USD",,,,"Onalaska, Wisconsin",,,8410,Globe-University-La-Crosse,
Globe University-Madison East,,"$29,100 USD",10:1,100%,"$18,128 USD",,,,"Madison, Wisconsin",,,8390,Globe-University-Madison-East,
Globe University-Madison West,,"$29,100 USD",9:1,100%,"$18,517 USD",,,,"Middleton, Wisconsin",,,8393,Globe-University-Madison-West,
Globe University-Minneapolis,,"$29,100 USD",34:1,100%,"$16,040 USD",,,,"Minneapolis, Minnesota",,,8220,Globe-University-Minneapolis,
Globe University-Sioux Falls,,"$29,100 USD",9:1,100%,"$17,721 USD",,,,"Sioux Falls, South Dakota",,,8217,Globe-University-Sioux-Falls,
Globe University-Wausau,,"$29,100 USD",9:1,100%,"$18,718 USD",,,,"Rothschild, Wisconsin",,,8394,Globe-University-Wausau,
Globe University-Woodbury,25%,"$29,100 USD",11:1,100%,"$20,251 USD",,,,"Woodbury, Minnesota",,,2159,Globe-University-Woodbury,
Goddard College,29%,"$25,600 USD",7:1,80%,"$19,758 USD",,,,"Plainfield, Vermont",,,4330,Goddard-College,
Gods Bible School and College,35%,"$27,900 USD",11:1,87%,"$9,632 USD",,,1545,"Cincinnati, Ohio",1545,,3266,Gods-Bible-School-and-College,
Golden Gate University-San Francisco,,"$65,600 USD",12:1,,,,,,"San Francisco, California",,,380,Golden-Gate-University-San-Francisco,
Goldey-Beacom College,43%,"$40,000 USD",19:1,100%,"$14,677 USD",,44.2%,1342,"Wilmington, Delaware",1342,"1,997",794,Goldey-Beacom-College,
Gonzaga University,82%,"$53,000 USD",12:1,99%,"$32,111 USD",173,73.5%,1785,"Spokane, Washington",1785,"7,491",4476,Gonzaga-University,
Good Samaritan College of Nursing and Health Science,,"$43,700 USD",7:1,89%,"$22,477 USD",,77.1%,,"Cincinnati, Ohio",,398,3267,Good-Samaritan-College-of-Nursing-and-Health-Science,
Goodwin College,,"$27,500 USD",9:1,100%,"$17,893 USD",,,,"East Hartford, Connecticut",,,737,Goodwin-College,
Gordon College,71%,"$39,700 USD",13:1,100%,"$28,414 USD",,93.2%,1630,"Wenham, Massachusetts",1630,"2,045",1924,Gordon-College,
Gordon State College,,"$31,100 USD",20:1,93%,"$10,500 USD",,56.7%,1282,"Barnesville, Georgia",1282,"4,084",1029,Gordon-State-College,
Goshen College,70%,"$37,800 USD",10:1,99%,"$18,878 USD",380,65.9%,1509,"Goshen, Indiana",1509,839,1338,Goshen-College,
Goucher College,68%,"$46,000 USD",11:1,97%,"$30,662 USD",,77.1%,1740,"Baltimore, Maryland",1740,"2,141",1825,Goucher-College,
Governors State University,,"$41,000 USD",12:1,90%,"$15,146 USD",,38.9%,1402,"University Park, Illinois",1402,"5,938",1182,Governors-State-University,
Grace Bible College,41%,"$30,400 USD",13:1,100%,"$12,889 USD",,81.3%,1525,"Wyoming, Michigan",1525,828,2059,Grace-Bible-College,
Grace College and Theological Seminary,66%,"$34,900 USD",23:1,98%,"$18,108 USD",,77.4%,1545,"Winona Lake, Indiana",1545,"2,303",1339,Grace-College-and-Theological-Seminary,
Grace College of Divinity,0%,,6:1,90%,"$3,364 USD",,52.8%,,"Fayetteville, North Carolina",,164,8627,Grace-College-of-Divinity,
Grace Mission University,100%,,25:1,100%,"$10,915 USD",,,,"Fullerton, California",,,8900,Grace-Mission-University,
Grace School of Theology,,,12:1,,,,,,"Conroe, Texas",,,8902,Grace-School-of-Theology,
Grace University,48%,"$31,900 USD",12:1,100%,"$16,962 USD",,58.6%,1455,"Omaha, Nebraska",1455,471,2463,Grace-University,
Graceland University-Lamoni,47%,"$36,300 USD",16:1,100%,"$17,125 USD",,47.9%,1290,"Lamoni, Iowa",1290,"2,300",1449,Graceland-University-Lamoni,
Grambling State University,31%,"$28,400 USD",20:1,98%,"$17,051 USD",,38.2%,1285,"Grambling, Louisiana",1285,"4,541",1691,Grambling-State-University,
Grand Canyon University,30%,"$44,500 USD",17:1,99%,"$19,775 USD",,43.2%,1545,"Phoenix, Arizona",1545,"69,444",104,Grand-Canyon-University,
Grand Valley State University,70%,"$39,400 USD",17:1,87%,"$15,752 USD",,81.1%,1627,"Allendale, Michigan",1627,"25,325",2063,Grand-Valley-State-University,
Grand View University,48%,"$40,200 USD",13:1,100%,"$17,315 USD",,98.2%,1405,"Des Moines, Iowa",1405,"1,988",1450,Grand-View-University,
Granite State College,9%,"$32,200 USD",12:1,86%,"$12,473 USD",,,,"Concord, New Hampshire",,,2545,Granite-State-College,
Grantham University,,,18:1,91%,"$12,825 USD",,,,"Lenexa, Kansas",,,6345,Grantham-University,
Gratz College,,,5:1,,,,,,"Melrose Park, Pennsylvania",,,3650,Gratz-College,
Great Basin College,14%,"$30,900 USD",16:1,83%,"$10,221 USD",,,,"Elko, Nevada",,,2503,Great-Basin-College,
Great Lakes Christian College,19%,"$27,800 USD",8:1,100%,"$17,032 USD",,,,"Lansing, Michigan",,,2064,Great-Lakes-Christian-College,
Green Mountain College,40%,"$30,100 USD",14:1,100%,"$24,547 USD",,65.9%,1615,"Poultney, Vermont",1615,864,4331,Green-Mountain-College,
Green River College,,"$35,200 USD",12:1,54%,"$9,305 USD",,,,"Auburn, Washington",,,8973,Green-River-College,
Greensboro College,31%,"$34,900 USD",12:1,99%,"$22,520 USD",,75.3%,1335,"Greensboro, North Carolina",1335,978,3066,Greensboro-College,
Greenville College,50%,"$36,200 USD",13:1,99%,"$19,788 USD",,56.3%,1435,"Greenville, Illinois",1435,"1,321",1184,Greenville-College,
Grinnell College,86%,"$43,100 USD",9:1,92%,"$28,869 USD",53,24.9%,2107,"Grinnell, Iowa",2107,"1,705",1451,Grinnell-College,
Grove City College,82%,,13:1,72%,"$19,824 USD",460,81.0%,1788,"Grove City, Pennsylvania",1788,"2,444",3651,Grove-City-College,
Guilford College,57%,"$37,500 USD",14:1,100%,"$26,577 USD",,62.9%,1580,"Greensboro, North Carolina",1580,"1,917",3067,Guilford-College,
Gulf Coast State College,,"$28,800 USD",19:1,82%,"$5,314 USD",,,,"Panama City, Florida",,,866,Gulf-Coast-State-College,
Gurnick Academy of Medical Arts,,,15:1,88%,"$23,234 USD",,,,"San Mateo, California",,,36512,Gurnick-Academy-of-Medical-Arts,
Gustavus Adolphus College,82%,"$48,900 USD",11:1,98%,"$23,552 USD",143,67.1%,1815,"Saint Peter, Minnesota",1815,"2,379",2161,Gustavus-Adolphus-College,
Gwynedd Mercy University,63%,"$51,600 USD",10:1,100%,"$24,808 USD",,68.5%,1370,"Gwynedd Valley, Pennsylvania",1370,"2,582",3652,Gwynedd-Mercy-University,
Hallmark University,,"$33,700 USD",21:1,82%,"$15,805 USD",,,,"San Antonio, Texas",,,4138,Hallmark-University,
Hamilton College,93%,"$54,800 USD",9:1,57%,"$21,907 USD",54,24.8%,2085,"Clinton, New York",2085,"1,877",2794,Hamilton-College,
Hamilton Technical College,,"$35,200 USD",15:1,97%,"$14,852 USD",,,,"Davenport, Iowa",,,1454,Hamilton-Technical-College,
Hamline University,66%,"$47,300 USD",13:1,99%,"$22,823 USD",316,72.4%,1695,"Saint Paul, Minnesota",1695,"4,258",2162,Hamline-University,
Hampden-Sydney College,62%,"$49,700 USD",11:1,100%,"$30,314 USD",313,54.8%,1635,"Hampden-Sydney, Virginia",1635,"1,087",4377,Hampden-Sydney-College,
Hampshire College,66%,"$33,900 USD",10:1,94%,"$35,079 USD",,70.0%,1865,"Amherst, Massachusetts",1865,"1,410",1928,Hampshire-College,
Hampton University,68%,"$41,200 USD",9:1,96%,"$23,404 USD",,69.0%,1365,"Hampton, Virginia",1365,"4,269",4378,Hampton-University,
Hannibal-LaGrange University,61%,"$33,400 USD",11:1,93%,"$18,367 USD",,58.7%,1492,"Hannibal, Missouri",1492,"1,167",2325,Hannibal-LaGrange-University,
Hanover College,72%,"$41,900 USD",11:1,98%,"$20,901 USD",216,61.3%,1595,"Hanover, Indiana",1595,"1,133",1342,Hanover-College,
Hardin-Simmons University,51%,"$38,700 USD",12:1,98%,"$20,528 USD",,60.0%,1516,"Abilene, Texas",1516,"2,112",4139,Hardin-Simmons-University,
Harding University,62%,"$38,000 USD",16:1,99%,"$17,578 USD",,99.2%,1657,"Searcy, Arkansas",1657,"6,009",174,Harding-University,
Harrington College of Design,32%,"$35,200 USD",4:1,78%,,,,,"Chicago, Illinois",,,1188,Harrington-College-of-Design,
Harris-Stowe State University,10%,"$28,200 USD",13:1,99%,"$9,172 USD",,,,"Saint Louis, Missouri",,,2326,Harris-Stowe-State-University,
Harrisburg University of Science and Technology,17%,,26:1,100%,"$18,863 USD",,,,"Harrisburg, Pennsylvania",,,6688,Harrisburg-University-of-Science-and-Technology,
Harrison College-Grove City,,"$23,900 USD",9:1,100%,"$23,049 USD",,100.0%,,"Grove City, Ohio",,266,8368,Harrison-College-Grove-City,
Harrison College-Indianapolis,,"$23,900 USD",13:1,96%,"$22,589 USD",,100.0%,,"Indianapolis, Indiana",,"3,040",1363,Harrison-College-Indianapolis,
Hartwick College,57%,"$41,800 USD",11:1,100%,"$25,095 USD",,80.8%,1660,"Oneonta, New York",1660,"1,393",2795,Hartwick-College,
Harvard University,97%,"$95,500 USD",7:1,75%,"$15,742 USD",1,5.6%,2250,"Cambridge, Massachusetts",2250,"29,652",1929,Harvard-University,
Harvey Mudd College,91%,"$67,200 USD",8:1,77%,"$34,529 USD",27,13.0%,2200,"Claremont, California",2200,825,388,Harvey-Mudd-College,
Haskell Indian Nations University,,"$22,800 USD",16:1,82%,"$3,736 USD",,70.3%,,"Lawrence, Kansas",,799,1538,Haskell-Indian-Nations-University,
Hastings College,57%,"$40,800 USD",13:1,99%,"$19,295 USD",,71.1%,1395,"Hastings, Nebraska",1395,"1,219",2464,Hastings-College,
Haverford College,93%,"$56,600 USD",8:1,59%,"$21,056 USD",23,24.6%,2145,"Haverford, Pennsylvania",2145,"1,233",3655,Haverford-College,
Hawaii Pacific University,40%,"$42,400 USD",13:1,95%,"$23,845 USD",,91.3%,1485,"Honolulu, Hawaii",1485,"4,781",1089,Hawaii-Pacific-University,
Hebrew College,,,1:1,,,,,,"Newton Centre, Massachusetts",,,1930,Hebrew-College,
Hebrew Theological College,5%,"$18,500 USD",20:1,72%,"$30,827 USD",,96.8%,1570,"Skokie, Illinois",1570,526,1189,Hebrew-Theological-College,
Heidelberg University,51%,"$36,200 USD",12:1,100%,"$20,685 USD",,78.9%,1582,"Tiffin, Ohio",1582,"1,197",3274,Heidelberg-University,
Helene Fuld College of Nursing,,"$84,200 USD",11:1,,,,,,"New York, New York",,,2796,Helene-Fuld-College-of-Nursing,
Hellenic College-Holy Cross Greek Orthodox School of Theology,50%,,9:1,100%,"$25,229 USD",,,1582,"Brookline, Massachusetts",1582,,1931,Hellenic-College-Holy-Cross-Greek-Orthodox-School-of-Theology,
Henderson State University,29%,"$34,500 USD",15:1,99%,"$10,792 USD",,63.3%,1422,"Arkadelphia, Arkansas",1422,"3,527",175,Henderson-State-University,
Hendrix College,70%,"$40,500 USD",11:1,100%,"$24,955 USD",295,82.4%,1845,"Conway, Arkansas",1845,"1,338",176,Hendrix-College,
Heritage Bible College,0%,,4:1,75%,"$13,412 USD",,,,"Dunn, North Carolina",,,3072,Heritage-Bible-College,
Heritage Christian University,0%,,8:1,100%,"$11,194 USD",,,1455,"Florence, Alabama",1455,,27,Heritage-Christian-University,
Heritage University,15%,"$31,100 USD",7:1,100%,"$10,828 USD",,,,"Toppenish, Washington",,,4480,Heritage-University,
Herzing University-Atlanta,23%,"$42,300 USD",15:1,100%,"$23,207 USD",,85.4%,,"Atlanta, Georgia",,568,1045,Herzing-University-Atlanta,
Herzing University-Birmingham,22%,"$42,300 USD",14:1,100%,"$22,905 USD",,95.4%,,"Birmingham, Alabama",,370,25,Herzing-University-Birmingham,
Herzing University-Brookfield,,"$42,300 USD",14:1,94%,"$22,266 USD",,95.7%,,"Brookfield, Wisconsin",,330,8486,Herzing-University-Brookfield,
Herzing University-Kenner,,"$42,300 USD",14:1,100%,"$20,848 USD",,95.8%,,"Kenner, Louisiana",,495,5937,Herzing-University-Kenner,
Herzing University-Kenosha,,"$42,300 USD",16:1,97%,"$20,952 USD",,100.0%,,"Kenosha, Wisconsin",,420,8485,Herzing-University-Kenosha,
Herzing University-Madison,33%,"$42,300 USD",14:1,99%,"$23,352 USD",,92.6%,,"Madison, Wisconsin",,"2,753",4647,Herzing-University-Madison,
Herzing University-Minneapolis,,"$42,300 USD",11:1,100%,"$20,380 USD",,92.7%,,"Minneapolis, Minnesota",,288,2186,Herzing-University-Minneapolis,
Herzing University-Toledo,,"$42,300 USD",15:1,100%,"$21,846 USD",,94.4%,,"Toledo, Ohio",,218,8237,Herzing-University-Toledo,
Herzing University-Winter Park,78%,"$42,300 USD",11:1,100%,"$25,129 USD",,,,"Winter Park, Florida",,,5318,Herzing-University-Winter-Park,
Hesston College,,"$34,000 USD",9:1,100%,"$20,529 USD",,,,"Hesston, Kansas",,,36490,Hesston-College,
Hickey College,,"$29,000 USD",17:1,96%,"$16,314 USD",,,,"Saint Louis, Missouri",,,2327,Hickey-College,
High Point University,62%,"$37,100 USD",13:1,84%,"$36,927 USD",,72.5%,1645,"High Point, North Carolina",1645,"4,573",3073,High-Point-University,
Highline College,,"$34,500 USD",9:1,61%,"$8,796 USD",,,,"Des Moines, Washington",,,8974,Highline-College,
Hilbert College,39%,"$39,800 USD",11:1,99%,"$16,019 USD",,81.7%,1402,"Hamburg, New York",1402,946,2798,Hilbert-College,
Hillsdale College,,,10:1,89%,"$21,201 USD",,50.0%,1975,"Hillsdale, Michigan",1975,"1,526",8966,Hillsdale-College,
Hillsdale Free Will Baptist College,15%,"$35,700 USD",11:1,91%,"$14,840 USD",,51.0%,,"Moore, Oklahoma",,329,3442,Hillsdale-Free-Will-Baptist-College,
Hiram College,65%,"$37,000 USD",10:1,100%,"$23,517 USD",401,57.6%,1528,"Hiram, Ohio",1528,"1,122",3275,Hiram-College,
Hiwassee College,,"$26,600 USD",12:1,100%,"$10,141 USD",,58.9%,1387,"Madisonville, Tennessee",1387,280,3993,Hiwassee-College,
Hobart William Smith Colleges,79%,"$48,600 USD",10:1,87%,"$38,243 USD",271,56.5%,1745,"Geneva, New York",1745,"2,351",2799,Hobart-William-Smith-Colleges,
Hobe Sound Bible College,45%,,12:1,62%,"$5,293 USD",,,1535,"Hobe Sound, Florida",1535,,869,Hobe-Sound-Bible-College,
Hodges University,11%,"$38,500 USD",15:1,98%,"$17,920 USD",,94.0%,1565,"Naples, Florida",1565,"1,723",5030,Hodges-University,
Hofstra University,62%,"$53,100 USD",13:1,96%,"$30,459 USD",,61.1%,1710,"Hempstead, New York",1710,"10,814",2800,Hofstra-University,
Hollins University,60%,"$32,100 USD",9:1,100%,"$18,014 USD",388,61.0%,1655,"Roanoke, Virginia",1655,802,4380,Hollins-University,
Holy Apostles College and Seminary,20%,,6:1,0%,,,,,"Cromwell, Connecticut",,,748,Holy-Apostles-College-and-Seminary,
Holy Cross College,24%,"$35,900 USD",13:1,87%,"$23,912 USD",,90.6%,1430,"Notre Dame, Indiana",1430,578,1344,Holy-Cross-College,
Holy Family University,54%,"$48,500 USD",12:1,100%,"$15,016 USD",,73.9%,1370,"Philadelphia, Pennsylvania",1370,"2,711",3657,Holy-Family-University,
Holy Names University,35%,"$47,400 USD",10:1,99%,"$24,911 USD",,43.0%,1282,"Oakland, California",1282,"1,049",396,Holy-Names-University,
Homestead Schools,,,15:1,91%,"$13,022 USD",,,,"Torrance, California",,,36510,Homestead-Schools,
Hondros College,,,12:1,99%,"$32,084 USD",,42.8%,,"Westerville, Ohio",,"1,963",3285,Hondros-College,
Hood College,66%,"$42,300 USD",11:1,99%,"$24,373 USD",,78.6%,1540,"Frederick, Maryland",1540,"2,289",1829,Hood-College,
Hope College,78%,"$42,900 USD",11:1,95%,"$25,856 USD",179,72.0%,1807,"Holland, Michigan",1807,"3,392",2066,Hope-College,
